date,channel,net_revenue,gross_revenue,order_count,item_quantity,gross_profit,discount_amount
2024-11-29,Website,10127260,11501342,37,37,2519710,389350
2024-11-30,Shopee,22825513,24264018,73,73,5078232,1501495
2024-11-30,Lazada,15264545,16146432,59,118,3903654,344231
2024-11-30,TikTok Shop,18457558,19440964,71,213,4270118,434785
2024-11-30,Website,10775584,12293357,41,41,2010991,647130
2024-12-01,Shopee,17947796,20249369,71,213,3599253,1329402
2024-12-01,Lazada,11323888,12649463,38,38,2141097,801184
2024-12-01,TikTok Shop,14560668,16670205,42,84,3133752,1038296
2024-12-01,Website,8624725,9491432,26,26,1637927,471669
2024-12-02,Shopee,15096203,16649359,72,216,3006481,557222
2024-12-02,Lazada,7159628,7520709,14,42,1359388,235129
2024-12-02,TikTok Shop,7384702,8382594,15,30,1599868,408838
2024-12-02,Website,6459184,7217185,15,15,1279466,266695
2024-12-03,Shopee,11334979,12382435,28,84,2298228,303446
2024-12-03,Lazada,8481400,9010313,23,23,1967454,421941
2024-12-03,TikTok Shop,9157604,10260849,23,69,2309673,228344
2024-12-03,Website,4554443,4834870,9,18,1027913,292261
2024-12-04,Shopee,14447458,15496161,33,66,3020370,1030421
2024-12-04,Lazada,9515471,10806505,31,62,2606366,400092
2024-12-04,TikTok Shop,9921597,11408570,47,94,2452714,434389
2024-12-04,Website,4006282,4470429,8,8,768893,175029
2024-12-05,Shopee,12683299,14257844,50,50,2365068,995797
2024-12-05,Lazada,9135742,9775485,24,48,1756586,642120
2024-12-05,TikTok Shop,8771878,9454784,19,57,2250839,487883
2024-12-05,Website,5944993,6453942,14,42,1428680,263165
2024-12-06,Shopee,17621566,19403837,38,38,4525217,466658
2024-12-06,Lazada,12137926,13338781,36,36,2947539,340791
2024-12-06,TikTok Shop,14070044,15811632,55,55,3233486,303982
2024-12-06,Website,6682531,7272353,22,66,1421345,255040
2024-12-07,Shopee,20199319,22744780,80,240,5154078,1334252
2024-12-07,Lazada,11138840,11920711,25,75,2559593,560147
2024-12-07,TikTok Shop,13832678,14999624,28,84,3246004,1067258
2024-12-07,Website,6722131,7724206,31,31,1467865,261313
2024-12-08,Shopee,16732147,18309246,42,42,3066768,893497
2024-12-08,Lazada,10154463,11560551,28,28,2326874,285029
2024-12-08,TikTok Shop,13597131,14939786,33,33,3220963,672150
2024-12-08,Website,9129497,10211683,18,54,2072230,490576
2024-12-09,Shopee,11361893,12505677,40,80,2344403,630161
2024-12-09,Lazada,7050519,7838020,17,34,1809495,261336
2024-12-09,TikTok Shop,12573099,13237144,54,54,2424343,527877
2024-12-09,Website,5682582,6401539,26,78,1216787,146844
2024-12-10,Shopee,12515431,14382665,32,64,2692406,746851
2024-12-10,Lazada,9839650,10562493,29,58,2354168,734268
2024-12-10,TikTok Shop,9914971,11272271,42,42,2119419,210026
2024-12-10,Website,7109915,7491986,19,57,1893632,384525
2024-12-11,Shopee,14722595,15851257,34,102,3341587,314095
2024-12-11,Lazada,8240047,8963307,22,44,1748885,213117
2024-12-11,TikTok Shop,13466837,14274923,29,87,2701324,670701
2024-12-11,Website,5410878,5771582,14,28,1170554,249763
2024-12-12,Shopee,14835059,16519497,32,32,3917020,773649
2024-12-12,Lazada,9071509,9765620,25,50,2536600,400250
2024-12-12,TikTok Shop,12374904,13766552,38,38,3115638,676803
2024-12-12,Website,6931932,7468024,18,54,1803124,336310
2024-12-13,Shopee,17785745,19292760,57,57,4360241,677829
2024-12-13,Lazada,10360183,11326695,29,87,2189472,464746
2024-12-13,TikTok Shop,14689445,16341955,44,88,3630585,776392
2024-12-13,Website,6975768,7762526,33,99,1857445,380951
2024-12-14,Shopee,22009710,24564610,70,210,6026485,794026
2024-12-14,Lazada,11582512,13098585,24,48,3167395,736612
2024-12-14,TikTok Shop,13317607,14679026,57,114,3013091,458425
2024-12-14,Website,7765566,8809353,21,42,1645254,542136
2024-12-15,Shopee,14868800,16554814,63,126,3073284,553457
2024-12-15,Lazada,10072290,10834205,35,105,2050849,345570
2024-12-15,TikTok Shop,15942733,17045836,57,57,4140399,615907
2024-12-15,Website,7001926,7744007,15,30,1555841,520519
2024-12-16,Shopee,11935160,12722115,39,39,2183110,804193
2024-12-16,Lazada,9340095,10422305,27,27,2282994,210469
2024-12-16,TikTok Shop,12251001,13821866,26,26,3258257,306713
2024-12-16,Website,6354705,7223503,17,34,1713720,383191
2024-12-17,Shopee,15289363,16660658,61,183,4040597,522322
2024-12-17,Lazada,7982186,8967571,15,15,1853430,556669
2024-12-17,TikTok Shop,8899691,9568777,18,18,1813825,243287
2024-12-17,Website,6907477,7480304,18,54,1752590,472129
2024-12-18,Shopee,13134908,15020425,40,40,2553791,400736
2024-12-18,Lazada,8519602,9319998,24,48,2268685,198980
2024-12-18,TikTok Shop,12447139,13535897,25,25,2634424,565435
2024-12-18,Website,6246874,7160989,18,18,1351198,393180
2024-12-19,Shopee,14418893,15170224,39,117,2645592,928101
2024-12-19,Lazada,11071755,12390049,48,144,2258279,588615
2024-12-19,TikTok Shop,9912018,11040946,27,81,2143826,681303
2024-12-19,Website,6511346,7185212,24,24,1730486,281995
2024-12-20,Shopee,17903053,20458727,44,88,3761231,1363843
2024-12-20,Lazada,11799330,12740236,36,36,3204569,682959
2024-12-20,TikTok Shop,16533626,18665335,40,80,4408600,1147299
2024-12-20,Website,8085002,8870129,17,34,2204373,323104
2024-12-21,Shopee,18939687,21547229,44,44,4970533,1172536
2024-12-21,Lazada,12908670,13639775,27,54,3100812,888190
2024-12-21,TikTok Shop,13366082,14640219,35,35,3424357,781680
2024-12-21,Website,6856674,7631585,23,69,1327515,301966
2024-12-22,Shopee,15567938,16834735,43,43,2974765,544508
2024-12-22,Lazada,8742572,9920162,32,96,1932385,667627
2024-12-22,TikTok Shop,17436226,19142126,39,117,3371311,530214
2024-12-22,Website,6618514,7478609,17,17,1247192,278348
2024-12-23,Shopee,13335286,15170741,32,96,2699711,1025304
2024-12-23,Lazada,8513969,9490612,17,51,1727235,215732
2024-12-23,TikTok Shop,11160553,11939856,25,75,2959590,256547
2024-12-23,Website,6445703,7154984,15,15,1217633,271204
2024-12-24,Shopee,15121238,16054748,30,90,3516955,1004074
2024-12-24,Lazada,8194501,9282122,18,36,1572125,514728
2024-12-24,TikTok Shop,10553032,12079056,35,70,2203433,523959
2024-12-24,Website,6073185,6638786,22,22,1457615,484108
2024-12-25,Shopee,13303764,14935747,38,38,2951215,592170
2024-12-25,Lazada,10515847,11071896,38,76,2140485,494861
2024-12-25,TikTok Shop,11409301,12401497,34,102,2792125,286879
2024-12-25,Website,6395265,6800217,14,28,1774302,280453
2024-12-26,Shopee,14811368,16608484,47,141,3292998,826945
2024-12-26,Lazada,10062005,10660975,42,42,1863597,763343
2024-12-26,TikTok Shop,11014169,12565214,24,72,3017136,859464
2024-12-26,Website,4964955,5215865,22,66,1201349,189415
2024-12-27,Shopee,18700997,20891373,45,45,5176544,1001880
2024-12-27,Lazada,10575178,11379200,35,105,2424719,426715
2024-12-27,TikTok Shop,13131732,13961552,29,58,3296400,603742
2024-12-27,Website,8186034,8690983,24,24,2274503,408914
2024-12-28,Shopee,20507226,23066166,59,118,4271503,1489157
2024-12-28,Lazada,11506998,12677228,34,68,3098457,447997
2024-12-28,TikTok Shop,14548188,16386607,31,31,3427080,1096514
2024-12-28,Website,9214801,9724584,21,21,1708947,285553
2024-12-29,Shopee,18379378,19776622,41,123,4166849,495535
2024-12-29,Lazada,15068737,15883642,32,64,4202397,808457
2024-12-29,TikTok Shop,14987912,16476194,34,102,3997095,410957
2024-12-29,Website,6038115,6463038,24,48,1195942,181733
2024-12-30,Shopee,14990833,16973478,32,96,4033875,826604
2024-12-30,Lazada,9242241,10190510,45,135,1830490,695246
2024-12-30,TikTok Shop,12473829,14055827,37,111,2362924,495454
2024-12-30,Website,6367966,7120222,18,54,1223917,270088
2024-12-31,Shopee,13526465,15334922,52,52,2473821,644049
2024-12-31,Lazada,7543397,8263079,16,32,1806043,153495
2024-12-31,TikTok Shop,10536418,11754610,47,94,2238900,673200
2024-12-31,Website,5293342,5626463,10,10,1377094,195733
2025-01-01,Shopee,19204951,21593662,83,249,5285011,823575
2025-01-01,Lazada,14207788,15280708,34,34,3928523,1021979
2025-01-01,TikTok Shop,19469702,20483123,78,78,3821787,1299983
2025-01-01,Website,9265999,10328965,26,78,1810701,351300
2025-01-02,Shopee,17689600,19875838,41,82,4782798,994347
2025-01-02,Lazada,13985622,15615675,36,72,3234389,690573
2025-01-02,TikTok Shop,18557986,20370062,45,135,4454549,471620
2025-01-02,Website,8203801,9279314,19,57,1629567,474517
2025-01-03,Shopee,26431184,27859626,106,212,7330086,1601370
2025-01-03,Lazada,17299638,19774642,61,183,4203050,890597
2025-01-03,TikTok Shop,19118797,20969916,54,54,5175855,930257
2025-01-03,Website,12408423,14250064,44,132,3353877,874698
2025-01-04,Shopee,26486765,28944027,55,165,4894035,651361
2025-01-04,Lazada,18147816,19986942,81,243,4037732,465837
2025-01-04,TikTok Shop,18868528,21345636,37,74,3877219,469943
2025-01-04,Website,10913979,11477433,23,69,2686561,335857
2025-01-05,Shopee,29221524,33145711,98,98,5503262,2121638
2025-01-05,Lazada,16513341,17857439,46,138,3723755,994361
2025-01-05,TikTok Shop,25506777,27652750,75,75,5129587,629845
2025-01-05,Website,10971827,12476740,32,32,2450886,231230
2025-01-06,Shopee,21253496,22564152,52,52,5219435,1011874
2025-01-06,Lazada,14793141,16817997,35,105,3553146,727872
2025-01-06,TikTok Shop,13493107,15099681,34,102,3339682,921288
2025-01-06,Website,6995401,7432676,28,28,1392646,482389
2025-01-07,Shopee,16915171,19213963,56,56,3858549,485622
2025-01-07,Lazada,15327751,16762104,46,138,4074406,801871
2025-01-07,TikTok Shop,15191618,16408342,61,122,2959579,688374
2025-01-07,Website,11598175,12370736,44,44,2944523,541820
2025-01-08,Shopee,19313792,21190106,42,84,4606776,619592
2025-01-08,Lazada,13612687,15422427,27,54,2519602,278685
2025-01-08,TikTok Shop,19289407,22143250,45,90,4893874,1075392
2025-01-08,Website,11015831,12667134,22,22,2519868,541605
2025-01-09,Shopee,25854454,27746757,56,56,6019715,1171731
2025-01-09,Lazada,15256605,16863516,41,82,4108416,686978
2025-01-09,TikTok Shop,18286784,19414971,40,120,5008685,746208
2025-01-09,Website,9514610,10010138,22,44,2403589,458171
2025-01-10,Shopee,29476787,31634792,68,68,7038051,1800986
2025-01-10,Lazada,16184338,17205826,36,72,4083300,702761
2025-01-10,TikTok Shop,19102157,21648628,45,135,4684804,794943
2025-01-10,Website,11549071,13050168,25,25,2797003,426709
2025-01-11,Shopee,26421565,29505111,107,107,5213744,776235
2025-01-11,Lazada,16396356,17381619,35,70,4497610,813645
2025-01-11,TikTok Shop,22963591,24592704,71,71,6428109,953614
2025-01-11,Website,12884754,13989033,38,38,2544371,922132
2025-01-12,Shopee,27272340,28723147,58,58,5830103,731939
2025-01-12,Lazada,20424069,21691767,64,64,4669688,1626160
2025-01-12,TikTok Shop,18298412,20621165,47,141,3783181,531948
2025-01-12,Website,11296679,12544159,24,24,2831405,854005
2025-01-13,Shopee,18982478,21448277,44,44,5266992,1269912
2025-01-13,Lazada,10360972,11732361,40,40,2390593,311065
2025-01-13,TikTok Shop,16156593,18371451,61,122,3161898,606315
2025-01-13,Website,8770959,9877823,20,40,2221291,227674
2025-01-14,Shopee,24553347,26602588,62,62,4721568,788492
2025-01-14,Lazada,14369435,16193231,34,34,2939004,985006
2025-01-14,TikTok Shop,14320153,15446803,37,37,2699684,606404
2025-01-14,Website,10886895,11823868,26,78,2226861,709743
2025-01-15,Shopee,23836235,26033274,49,49,4619449,1090016
2025-01-15,Lazada,14298568,16297601,34,102,3709917,596343
2025-01-15,TikTok Shop,15891046,17388902,73,73,4000771,811094
2025-01-15,Website,7884168,8345217,33,66,1735818,523054
2025-01-16,Shopee,19871450,20987169,46,46,4888727,1162240
2025-01-16,Lazada,15118767,17352917,65,195,3929475,1096848
2025-01-16,TikTok Shop,20039282,21881504,56,168,5011404,1451100
2025-01-16,Website,10565369,12054274,28,28,2775526,781970
2025-01-17,Shopee,25467243,28524063,91,182,6223887,1865597
2025-01-17,Lazada,15055357,16858192,34,102,3318962,479329
2025-01-17,TikTok Shop,21616327,22879328,60,180,4613990,1372765
2025-01-17,Website,9134157,10066270,34,102,1903492,233553
2025-01-18,Shopee,28117649,30401511,57,114,7189813,832329
2025-01-18,Lazada,17092616,19469036,79,237,4089415,589360
2025-01-18,TikTok Shop,20078293,22540915,55,165,3835841,473782
2025-01-18,Website,9380618,10093317,23,69,2021029,214478
2025-01-19,Shopee,28750694,31478378,108,324,7293645,1356712
2025-01-19,Lazada,16296707,18424059,50,150,3855144,1200421
2025-01-19,TikTok Shop,18291125,20750359,38,38,3933209,678091
2025-01-19,Website,7606005,8529641,27,81,1930033,200141
2025-01-20,Shopee,20773682,23022162,44,88,4683031,598141
2025-01-20,Lazada,16248265,18406745,38,38,3074576,739186
2025-01-20,TikTok Shop,19640874,21558320,73,146,3688699,1190421
2025-01-20,Website,8442539,9361289,20,60,2177183,610572
2025-01-21,Shopee,19346049,21544652,41,82,4815266,1487115
2025-01-21,Lazada,14159598,16034063,33,33,3264900,695036
2025-01-21,TikTok Shop,14421534,15329204,32,96,3335968,746292
2025-01-21,Website,9260654,10145447,29,29,2358222,709775
2025-01-22,Shopee,22781474,26020310,57,57,5471199,1014167
2025-01-22,Lazada,15386962,16724991,58,116,2831635,449273
2025-01-22,TikTok Shop,16195734,17499368,41,82,3406384,796110
2025-01-22,Website,8722962,9283098,31,93,1938030,664770
2025-01-23,Shopee,18674759,21268790,51,51,3703349,1202274
2025-01-23,Lazada,12087491,12839729,60,120,2257417,274156
2025-01-23,TikTok Shop,15955262,17667356,35,105,3593722,642509
2025-01-23,Website,9340374,10251273,23,69,2459959,261237
2025-01-24,Shopee,30126292,33153273,110,220,7717388,1808579
2025-01-24,Lazada,15771283,17926186,56,112,2979692,906632
2025-01-24,TikTok Shop,25153073,27384742,60,120,5380237,572212
2025-01-24,Website,11257086,12648364,26,78,2125934,337002
2025-01-25,Shopee,27093851,29998297,127,381,5713682,1590669
2025-01-25,Lazada,15896490,16826677,32,96,3722695,1040535
2025-01-25,TikTok Shop,15133956,16680273,30,60,3484803,319627
2025-01-25,Website,12876494,13751765,26,26,2671824,416533
2025-01-26,Shopee,29580188,31309588,68,204,7119522,1304719
2025-01-26,Lazada,16881215,18554942,75,75,3612507,520456
2025-01-26,TikTok Shop,21525133,24451794,101,202,4696808,548062
2025-01-26,Website,12368469,13656990,49,98,2404473,437018
2025-01-27,Shopee,16994135,18105938,68,136,4212181,399954
2025-01-27,Lazada,12592363,13450479,33,99,2340293,546463
2025-01-27,TikTok Shop,18000353,19156805,48,96,3704354,1376931
2025-01-27,Website,7614786,8035029,28,28,1943395,420045
2025-01-28,Shopee,21663677,23848721,47,141,4733619,582859
2025-01-28,Lazada,11262779,12184454,48,144,2485782,552443
2025-01-28,TikTok Shop,17362549,19330666,41,41,3592589,1350954
2025-01-28,Website,8930142,9596613,35,105,2189270,245885
2025-01-29,Shopee,16879078,18409582,33,33,4466673,844392
2025-01-29,Lazada,15340717,16680430,55,55,3961009,801585
2025-01-29,TikTok Shop,15000372,17192455,35,105,3377697,300908
2025-01-29,Website,8100553,9284136,18,54,1692408,634475
2025-01-30,Shopee,21451671,22653340,107,214,4447581,751953
2025-01-30,Lazada,15322391,17619587,38,114,3084020,1079325
2025-01-30,TikTok Shop,14452451,15240810,41,123,3373331,349693
2025-01-30,Website,9043948,9853657,36,36,2379009,574331
2025-01-31,Shopee,28647393,32595804,82,82,6905297,2218598
2025-01-31,Lazada,18971661,21597209,51,102,4619922,1494557
2025-01-31,TikTok Shop,21860352,23550186,49,147,6083784,885296
2025-01-31,Website,11162324,12790898,25,50,2026938,686602
2025-02-01,Shopee,16367954,18182811,81,81,4421713,988009
2025-02-01,Lazada,11803215,13049387,28,84,2954698,776037
2025-02-01,TikTok Shop,12441519,13164557,25,75,3049748,650927
2025-02-01,Website,5058018,5650942,11,22,1402102,215383
2025-02-02,Shopee,19134293,20831029,49,147,5326596,525922
2025-02-02,Lazada,12956155,14816980,32,64,2344239,836821
2025-02-02,TikTok Shop,10234963,11443256,29,87,2208522,259947
2025-02-02,Website,6848037,7744044,19,19,1393067,339858
2025-02-03,Shopee,15032659,15839606,38,76,4065594,938310
2025-02-03,Lazada,11216484,11785312,36,108,2463237,809774
2025-02-03,TikTok Shop,11021934,12124486,22,22,2592122,656800
2025-02-03,Website,5473100,6114643,11,33,1294465,130926
2025-02-04,Shopee,13692734,15398812,51,51,2820189,742067
2025-02-04,Lazada,10484867,11932830,32,96,2707458,330390
2025-02-04,TikTok Shop,10147327,11661259,47,141,2514238,577052
2025-02-04,Website,5424582,6174857,10,10,1485191,317110
2025-02-05,Shopee,13195585,14982083,58,116,2945978,1051772
2025-02-05,Lazada,7974390,8470172,23,69,1807465,332439
2025-02-05,TikTok Shop,11167506,12712868,50,50,2062599,838719
2025-02-05,Website,7173353,7854005,14,14,1572298,287525
2025-02-06,Shopee,14557316,16460937,29,87,2948771,893425
2025-02-06,Lazada,8736186,9974099,36,36,1716208,337639
2025-02-06,TikTok Shop,10625424,11186311,42,84,2771173,590262
2025-02-06,Website,4879377,5533461,13,13,930907,167370
2025-02-07,Shopee,20158905,22845114,53,106,4676211,689528
2025-02-07,Lazada,11608103,13089006,48,144,2598508,298795
2025-02-07,TikTok Shop,14011282,15523007,32,32,3887466,1050886
2025-02-07,Website,10804932,11683675,27,81,2015150,298780
2025-02-08,Shopee,18890181,19938187,43,129,4583108,452371
2025-02-08,Lazada,10665774,11795555,46,92,2826355,470371
2025-02-08,TikTok Shop,13595507,14592210,32,96,3517803,780933
2025-02-08,Website,8892695,9678738,20,40,2383187,508252
2025-02-09,Shopee,18493501,20621958,48,144,4776740,873718
2025-02-09,Lazada,9704859,10760567,26,26,1846534,540663
2025-02-09,TikTok Shop,15917090,17656648,67,67,4304570,438657
2025-02-09,Website,7192554,7736517,15,30,1640909,411781
2025-02-10,Shopee,17198582,18476699,57,57,3199781,665585
2025-02-10,Lazada,10196951,11230031,23,69,2604682,394329
2025-02-10,TikTok Shop,10440764,11772479,21,21,2369556,586769
2025-02-10,Website,6943099,7546336,19,19,1609189,412841
2025-02-11,Shopee,14163396,14952747,51,153,3709654,758691
2025-02-11,Lazada,9955719,10873697,43,43,2764216,581745
2025-02-11,TikTok Shop,11680587,13181850,38,76,2323684,567017
2025-02-11,Website,5409490,6004406,12,24,1434602,291928
2025-02-12,Shopee,12970512,14418154,34,68,2760928,341006
2025-02-12,Lazada,10152807,11163956,45,45,2476033,625344
2025-02-12,TikTok Shop,10600329,11791721,23,23,2417666,700691
2025-02-12,Website,5732211,6481566,15,30,1149490,178012
2025-02-13,Shopee,12451173,13525482,61,61,2686822,663417
2025-02-13,Lazada,9500046,10251097,34,34,2309779,710247
2025-02-13,TikTok Shop,13784284,14534018,35,35,2755648,510653
2025-02-13,Website,5254917,5982924,16,48,1037470,372322
2025-02-14,Shopee,18344160,19588887,55,55,3624948,655021
2025-02-14,Lazada,13751171,14467599,54,162,2663937,815337
2025-02-14,TikTok Shop,14234152,15427520,55,55,2996392,489783
2025-02-14,Website,8264537,9223974,20,60,2295146,660020
2025-02-15,Shopee,15967071,18167953,37,37,3063272,1165012
2025-02-15,Lazada,12369001,13970660,46,46,2885137,762688
2025-02-15,TikTok Shop,14055744,15601242,38,114,2873767,320073
2025-02-15,Website,8770618,9958541,29,58,2271228,347850
2025-02-16,Shopee,20918011,23280614,91,182,5591074,1487065
2025-02-16,Lazada,15427762,16521957,33,33,3987560,1040754
2025-02-16,TikTok Shop,15386418,16413360,65,130,3925549,903249
2025-02-16,Website,8153575,8866414,17,51,1846187,320512
2025-02-17,Shopee,14419688,15898392,36,72,3627489,716479
2025-02-17,Lazada,8674601,9612488,25,75,2360520,477441
2025-02-17,TikTok Shop,11521203,12335982,52,52,2594667,392448
2025-02-17,Website,5824929,6294417,18,36,1381306,443451
2025-02-18,Shopee,14382996,15468235,36,36,2782146,360175
2025-02-18,Lazada,10495966,11565317,24,24,2502199,502916
2025-02-18,TikTok Shop,9739063,10641000,25,50,2174251,409535
2025-02-18,Website,6868458,7429625,14,28,1253300,319392
2025-02-19,Shopee,16334349,18205212,48,96,4412685,615332
2025-02-19,Lazada,8939030,9844367,19,57,1678892,327039
2025-02-19,TikTok Shop,8260645,8754970,25,25,1784495,435845
2025-02-19,Website,5604086,5994493,14,28,1148851,362655
2025-02-20,Shopee,16308382,17434709,47,141,4563078,1303110
2025-02-20,Lazada,9047105,10324902,18,18,2325175,333935
2025-02-20,TikTok Shop,9758368,11010492,25,50,2679467,676369
2025-02-20,Website,5681655,6233914,27,81,1584769,437995
2025-02-21,Shopee,20206219,21676380,49,147,5150842,979321
2025-02-21,Lazada,12573589,13940342,26,78,3215848,796545
2025-02-21,TikTok Shop,14008057,15185658,31,31,2960007,438043
2025-02-21,Website,7520034,8053644,17,34,1995023,163984
2025-02-22,Shopee,17500500,19386193,64,64,3684856,1124727
2025-02-22,Lazada,10498581,11874316,22,44,2246510,473999
2025-02-22,TikTok Shop,17225633,19400957,41,123,4026671,681528
2025-02-22,Website,7565793,8373500,35,35,2059518,221084
2025-02-23,Shopee,21056428,23305656,56,168,5714193,1146159
2025-02-23,Lazada,13967369,16034780,34,34,3839200,332738
2025-02-23,TikTok Shop,16165226,17277941,40,40,3441320,1256301
2025-02-23,Website,7466265,7909195,20,20,1847815,228902
2025-02-24,Shopee,14825049,15606090,32,32,2771530,1153087
2025-02-24,Lazada,9063607,9703400,25,50,2229258,219328
2025-02-24,TikTok Shop,9905185,10765601,43,43,1953130,709037
2025-02-24,Website,6295874,6856903,15,15,1214561,283974
2025-02-25,Shopee,12145415,13225134,51,51,2343983,392790
2025-02-25,Lazada,10390662,11760043,24,72,2363647,584190
2025-02-25,TikTok Shop,10495766,11637172,28,84,2641545,498941
2025-02-25,Website,6209356,6524445,20,20,1394455,431395
2025-02-26,Shopee,14635159,16136516,44,132,3921109,696813
2025-02-26,Lazada,8816307,9907140,39,78,2156732,662402
2025-02-26,TikTok Shop,11903955,13332806,31,93,3085918,517410
2025-02-26,Website,5720308,6243747,19,19,1544463,366069
2025-02-27,Shopee,15641613,17025372,35,105,3102427,846476
2025-02-27,Lazada,7633125,8548065,18,18,1556925,551359
2025-02-27,TikTok Shop,11295239,12856869,32,96,2362839,846892
2025-02-27,Website,7481083,8534971,23,46,2089010,397765
2025-02-28,Shopee,16207460,17141874,41,41,3734839,1082182
2025-02-28,Lazada,10877427,11911801,26,52,2183504,246679
2025-02-28,TikTok Shop,15364048,16244709,71,213,3803558,733084
2025-02-28,Website,8063706,9068409,21,21,1771334,166469
2025-03-01,Shopee,19202848,21524664,73,73,4084658,1246660
2025-03-01,Lazada,12541654,13747355,27,27,2945318,433159
2025-03-01,TikTok Shop,15581547,16579164,36,72,4115963,471113
2025-03-01,Website,8949163,9939825,42,42,1874084,466065
2025-03-02,Shopee,19343280,20636288,47,141,4958822,1173034
2025-03-02,Lazada,11508971,12591571,41,41,2320982,253965
2025-03-02,TikTok Shop,15655040,16776202,32,96,2892669,909361
2025-03-02,Website,9702807,10809909,20,60,2386930,253899
2025-03-03,Shopee,13963167,15281272,38,114,2519885,926380
2025-03-03,Lazada,8054800,9205686,26,52,2181849,257747
2025-03-03,TikTok Shop,12629575,13793621,60,60,2699087,398199
2025-03-03,Website,5993155,6425003,25,25,1556377,418484
2025-03-04,Shopee,10494814,11779391,36,36,2325315,277704
2025-03-04,Lazada,10054028,10881153,27,81,2000297,326024
2025-03-04,TikTok Shop,10437474,11371695,21,42,2004834,342629
2025-03-04,Website,6017903,6513398,15,15,1325226,234544
2025-03-05,Shopee,14768814,15821488,36,36,2755885,1017647
2025-03-05,Lazada,9339223,9847220,23,23,2064993,616881
2025-03-05,TikTok Shop,12109555,13905526,26,26,3042563,817099
2025-03-05,Website,5768903,6156262,11,11,1384460,455080
2025-03-06,Shopee,15084948,16861805,37,111,2915817,460391
2025-03-06,Lazada,8850485,10158606,24,72,2019796,354960
2025-03-06,TikTok Shop,12154858,13227368,27,81,3089539,610237
2025-03-06,Website,6539711,7018814,31,93,1673473,179472
2025-03-07,Shopee,16407435,18438534,50,50,3970216,387140
2025-03-07,Lazada,13429702,14770962,33,33,2621035,433284
2025-03-07,TikTok Shop,13587681,14590539,61,183,3258428,1042890
2025-03-07,Website,8688965,9240078,23,46,2123237,570254
2025-03-08,Shopee,19306190,21800125,40,80,4726245,720262
2025-03-08,Lazada,14509303,15567046,68,204,3092325,501078
2025-03-08,TikTok Shop,14139197,14922613,29,87,3942540,962697
2025-03-08,Website,7592608,8433917,23,46,1762603,235467
2025-03-09,Shopee,18457188,19499312,90,180,3451466,582286
2025-03-09,Lazada,11460362,13108677,41,41,2168025,636713
2025-03-09,TikTok Shop,15931300,17104338,51,51,3546689,765092
2025-03-09,Website,6390871,7171627,22,22,1421340,360132
2025-03-10,Shopee,12437720,13414520,34,68,3442420,399053
2025-03-10,Lazada,7980168,8443030,17,34,1754236,239931
2025-03-10,TikTok Shop,12462731,13612664,28,84,3159213,817798
2025-03-10,Website,7354580,7736879,16,32,1638157,183820
2025-03-11,Shopee,14066455,15606989,39,39,3309629,429617
2025-03-11,Lazada,8971982,9836568,22,44,1869066,482051
2025-03-11,TikTok Shop,11286587,11932112,24,24,2838422,358270
2025-03-11,Website,6956192,7306910,23,69,1760173,295328
2025-03-12,Shopee,12666004,14471784,30,60,3509107,536895
2025-03-12,Lazada,9424072,10185359,20,60,1763465,688899
2025-03-12,TikTok Shop,12508432,13615210,47,141,2454608,822768
2025-03-12,Website,6475282,7298465,19,57,1391265,405014
2025-03-13,Shopee,14583389,16328227,37,111,3186956,662705
2025-03-13,Lazada,10267631,11029851,31,31,2794303,428005
2025-03-13,TikTok Shop,7569220,8475613,35,105,1474397,426345
2025-03-13,Website,6608100,7106541,23,69,1571632,394875
2025-03-14,Shopee,17090157,17965750,60,60,4177514,1281983
2025-03-14,Lazada,9303257,10425295,22,22,2156995,291465
2025-03-14,TikTok Shop,15465591,16495326,36,72,3174887,589752
2025-03-14,Website,9258374,10330943,19,38,2209122,592869
2025-03-15,Shopee,18248859,19360714,74,222,4702167,742064
2025-03-15,Lazada,13292074,14314262,48,48,3628759,583232
2025-03-15,TikTok Shop,17399470,18280614,48,48,4552379,349637
2025-03-15,Website,9206860,10379578,38,76,2140560,545702
2025-03-16,Shopee,22217316,23707286,52,104,4413248,623416
2025-03-16,Lazada,12996786,13883146,28,28,2925136,894988
2025-03-16,TikTok Shop,14718033,15749680,49,147,2918188,964765
2025-03-16,Website,6426571,7379598,19,38,1440021,480568
2025-03-17,Shopee,13865141,15762394,53,53,2606383,348603
2025-03-17,Lazada,8255124,8896351,31,62,1510413,281391
2025-03-17,TikTok Shop,14149890,15809396,31,31,2560432,508899
2025-03-17,Website,5993766,6692233,29,29,1136923,307720
2025-03-18,Shopee,14505331,15775513,71,213,4042486,952737
2025-03-18,Lazada,9797112,10750598,21,42,2355590,393775
2025-03-18,TikTok Shop,11289764,12982602,29,29,3094514,676310
2025-03-18,Website,7372066,8190962,18,36,1970610,504074
2025-03-19,Shopee,13232459,14498698,65,195,2913534,927930
2025-03-19,Lazada,9408195,9902765,34,34,2511052,345921
2025-03-19,TikTok Shop,10235368,11124237,30,90,2544702,738903
2025-03-19,Website,5158150,5629154,10,10,930081,300640
2025-03-20,Shopee,13257617,13942546,35,70,3544337,1036426
2025-03-20,Lazada,9157120,10235764,24,24,2203902,403004
2025-03-20,TikTok Shop,10662854,11567420,43,86,2971600,761605
